Total,Coal,Fuel,Gas,Nuclear,Water,Wind,Other,,
5790244,417800,0,1673635,2960400,34551,13259,690599,-2273078,508109
5807888,437000,0,1669664,2960800,34206,14687,691531,-2244093,429135
5764820,435600,0,1633615,2961200,32645,13213,688547,-2113335,374821
5753914,436400,0,1595597,2961200,32985,14117,713615,-2127073,363251
5802698,434400,0,1613946,2961800,33328,23410,735814,-2087100,521723
5857734,434400,0,1658589,2962200,33536,28677,740332,-2044365,484252
5839708,433000,0,1629259,2961200,33748,52469,730032,-1995058,437369
5881487,433800,0,1659307,2964600,33646,70719,719415,-1996166,454267
5862454,433000,0,1654221,2964400,33579,65037,712217,-1884704,452895
5816581,431400,0,1610838,2963400,33434,61631,715878,-1867099,526773
5717431,436600,0,1474946,2965000,33705,73793,733387,-1940988,561702
5760618,432800,0,1506949,2962800,33747,90378,733944,-1987223,554710
5882480,434000,0,1602405,2962600,33643,110336,739496,-2065333,739814
5902365,433200,0,1597154,2960600,33640,116635,761136,-1972487,710368
5841386,432200,0,1515798,2963000,33663,129890,766835,-1983408,621767
5896811,434800,0,1578635,2964000,33523,119544,766309,-1932711,562571
5826364,438000,0,1531436,2963800,33505,127757,731866,-2157818,652808
5846920,437000,0,1560926,2964400,33074,148242,703278,-2180419,643456
5900228,436200,0,1631731,2963000,32952,142405,693940,-2234249,649845
5925299,433400,0,1644400,2963400,32431,160880,690788,-2213218,672123
5813043,435200,0,1519969,2964200,32612,176446,684616,-2462368,838995
5782472,435200,0,1464279,2963800,33117,200288,685788,-2600173,844944
5886216,435200,0,1521440,2965600,33673,225438,704865,-2642501,866809
6040553,434000,0,1665506,2964600,33743,238282,704422,-2690098,902792
6024449,434400,0,1651381,2965600,33580,243481,696007,-2670371,1072476
5896997,434200,0,1535918,2965200,33681,234345,693653,-2738556,932778
5957665,433800,0,1580577,2965200,44780,224162,709146,-2723982,897821
6097113,433400,0,1596981,2965600,146697,247419,707016,-2651309,897947
5901740,432200,0,1482528,2964800,32297,272249,717666,-2621530,476141
5809379,405800,0,1443548,2964800,32400,250157,712674,-2976176,342523
5888950,375200,0,1552280,2957200,32061,260960,711249,-2935697,308326
5867169,375200,0,1540911,2956000,32522,248863,713673,-2933524,336766
5855845,356200,0,1523655,2963200,32418,264250,716122,-2876210,326855
5908189,393800,0,1551145,2961800,32493,257453,711498,-2889607,358828
5938946,408600,0,1572999,2963200,32862,257455,703830,-2916582,347778
5897501,410000,0,1539528,2963200,33108,249325,702340,-2787472,335157
6323483,418200,0,1551546,2962200,441565,255226,694746,-2503583,625158
6419134,432000,0,1501460,2964600,564790,259009,697275,-2514518,566525
6540096,432200,0,1609354,2963200,586451,262735,686156,-2373318,507108
6522350,437400,0,1565304,2964800,598713,269213,686920,-2361631,484148
6535667,440200,0,1562149,2963800,633493,245498,690527,-2099394,160497
6630234,436200,0,1642250,2963400,675582,230761,682041,-1984359,19145
6539473,438000,0,1555236,2963400,666645,220222,695970,-1869597,-126242
6544408,439000,0,1594989,2963800,666818,197100,682701,-1854711,-166973
6397345,438400,0,1686988,2964400,460112,175516,671929,-1825064,-436471
6335931,439000,0,1667324,2964000,439030,165677,660900,-1638534,-493849
6084669,436600,0,1540138,2963400,345237,153623,645671,-1593341,-681096
6098433,442600,0,1581767,2963000,306813,144215,660038,-1527122,-669318
5960238,440600,0,1516818,2964000,249899,136280,652641,-1611535,-643996
5790201,441600,0,1437583,2962600,157736,122770,667912,-1438227,-716664
5673287,439800,0,1399279,2964400,59560,113677,696571,-1489284,-694858
5632732,440400,0,1406322,2964400,28530,106569,686511,-1593717,-667417
5731132,438800,0,1506650,2963800,28443,101423,692016,-1597703,-411241
5645621,436200,0,1447518,2965200,28461,90267,677975,-1628258,-472630
5580347,441000,0,1399370,2965200,28382,74633,671762,-1544812,-507503
5534926,436200,0,1380508,2966200,28392,57698,665928,-1663875,-352069
5622386,437200,0,1464452,2966800,31148,46569,676217,-1686812,-133004
5630946,438400,0,1469666,2965200,31226,47228,679226,-1665125,-70887
5601805,436400,0,1449286,2967200,31400,48168,669351,-1757378,-5575
5552976,436800,0,1399703,2967200,31343,49669,668261,-1774141,106987
5558580,436600,0,1411405,2964800,31485,52234,662056,-2183246,214469
5586537,434000,0,1446623,2965400,31523,45390,663601,-2292050,268248
5592740,401800,0,1487786,2965400,31554,39021,667179,-2318533,260659
5606492,354600,0,1539686,2965400,31680,38379,676747,-2414896,257409
5492574,303000,0,1461130,2966000,32556,44765,685123,-2589065,306114
5472572,284400,0,1438683,2966200,33910,43522,705857,-2600777,286700
5467965,272200,0,1483546,2966800,33829,38171,673419,-2630139,282205
5443246,267000,0,1473344,2965800,33920,35366,667816,-2539146,245363
5413506,266200,0,1444282,2967200,33782,35785,666257,-2465126,273657
5333594,263400,0,1378551,2967600,33813,30597,659633,-2450528,273381
5377673,265000,0,1414859,2967600,33660,26840,669714,-2400754,166569
5384188,263800,0,1406952,2969000,33031,22795,688610,-2339249,111432
5435911,263400,0,1463445,2967200,32993,18744,690129,-2159514,-76779
5358225,263800,0,1389859,2966600,33120,19347,685499,-2225356,48980
5349227,262800,0,1380376,2968600,33415,16268,687768,-2344722,184952
5372018,263000,0,1416118,2967200,33205,12369,680126,-2341686,161387
5399948,254600,0,1466459,2968200,32893,8966,668830,-2435470,291060
5441746,234400,0,1530736,2969200,32857,6762,667791,-2440585,351810
5449826,231200,0,1552775,2968600,32633,6813,657805,-2487567,335232
5536303,235800,0,1648182,2968200,32454,4259,647408,-2441846,309158
5541961,238400,0,1655952,2967200,34140,3294,642975,-2378211,512946
5536740,242800,0,1645157,2968200,35350,1398,643835,-2432959,684462
5580009,292600,0,1631824,2968200,35323,863,651199,-2393735,691723
5552244,365800,0,1531204,2967800,35087,518,651835,-2311190,634702
5670408,418600,0,1579563,2968200,34887,257,668901,-2192110,517833
5713293,427400,0,1595790,2966400,34940,10,688753,-2160352,565011
5773584,435400,0,1642119,2964000,34796,4,697265,-2250161,546070
5880293,439200,0,1726120,2966000,42319,456,706198,-2192412,559017
5961199,439600,0,1714221,2966800,128327,9,712242,-2071726,521179
5944953,439200,0,1689274,2965400,143923,3,707153,-2015858,511630
5864188,436800,0,1619802,2966400,119404,0,721782,-2056260,500937
5874814,439800,0,1600127,2965000,138506,0,731381,-2077107,486483
6042312,442800,0,1675101,2964000,260334,0,700077,-2005167,712482
6145334,443000,0,1717353,2964600,318747,0,701634,-1978078,656819
6142759,441200,0,1691032,2965000,343327,0,702200,-1888336,655553
6257830,436000,0,1657541,2964600,486789,0,712900,-1763972,618464
6097743,436400,0,1557865,2962600,418167,1,722710,-1666261,430336
5966702,436800,0,1533867,2963600,264915,0,767520,-1569318,287694
5942935,438800,0,1592366,2962200,177853,6,771710,-1538857,209033
5857744,437000,0,1592727,2963600,105684,8,758725,-1465322,219876
5801460,438000,0,1658641,2963600,32273,0,708946,-1470182,181781
5735975,435800,0,1577495,2966000,32342,2,724336,-1352103,200068
5650335,427600,0,1503178,2964000,32547,0,723010,-1299181,196647
5570797,383600,0,1498079,2966000,32599,0,690519,-1269017,147815
5653651,373000,0,1623206,2964600,32352,4,660489,-1398062,170713
5662741,371600,0,1631988,2965000,32353,15,661785,-1312146,193153
5632009,370200,0,1625015,2964600,32337,55,639802,-1373652,199033
5531439,350600,0,1541665,2965000,31995,49,642130,-1350766,170796
5591642,327400,0,1616293,2964000,31826,20,652103,-1551868,322311
5535185,328600,0,1536974,2964600,31228,75,673708,-1775168,455163
5558772,386200,0,1501218,2963600,31070,157,676527,-1683432,409847
5478411,429200,0,1380232,2963600,32475,3059,669845,-1826821,412026
5570892,437400,0,1456829,2962200,32835,3525,678103,-2095271,750835
5613195,440800,0,1482110,2963800,32552,4937,688996,-2223625,824188
5687357,435200,0,1544873,2962200,32192,8633,704259,-2241672,944248
5534348,435200,0,1390735,2963200,32186,11209,701818,-2362603,978450
5546697,434600,0,1396933,2965800,31936,12563,704865,-2384394,950009
5556479,434200,0,1414369,2964400,32155,17247,694108,-2566319,1029357
5687964,435000,0,1537034,2964800,32492,19755,698883,-2586175,1086178
5847233,434600,0,1614383,2966600,96851,28084,706715,-2646452,1086816
5988388,433600,0,1647396,2965200,197533,32319,712340,-2549828,946281
6020332,435400,0,1646536,2965600,221868,35267,715661,-2636956,946010
6094692,434600,0,1714410,2966200,221507,44068,713907,-2550879,901407
6215519,434600,0,1759307,2964600,283437,52398,721177,-2565175,832857
6136959,434600,0,1641003,2964800,324082,64298,708176,-2574141,615913
6124537,434600,0,1638103,2965200,302885,76988,706761,-2620154,610874
6166026,431200,0,1615724,2964400,362435,83297,708970,-2548454,573378
6240319,432800,0,1671772,2964800,361504,86595,722848,-2580145,594199
6682304,435200,0,1712999,2965200,748931,105161,714813,-2415208,789282
6652608,434400,0,1591030,2964400,822518,126553,713707,-2377940,746319
6732997,434000,0,1609261,2965200,865636,148988,709912,-2406606,776612
6747268,434800,0,1609835,2963800,883566,168237,687030,-2411025,754832
6797570,434800,0,1666392,2963800,838191,193170,701217,-2335285,539301
6826380,436400,0,1665174,2965200,847148,220708,691750,-2307763,458683
6901411,434800,0,1717063,2963800,836185,242282,707281,-2091726,292220
6854721,436000,0,1654751,2964400,819646,252361,727563,-2151958,340837
6872016,435000,0,1602264,2963800,843363,275144,752445,-1829327,161567
6785278,434400,0,1578145,2964200,806195,287309,715029,-1792663,-49619
6886711,436400,0,1631358,2964800,873057,282188,698908,-1613649,-204450
6760030,435400,0,1616025,2963200,741203,288575,715627,-1644357,-234265
6282265,435800,0,1651925,2965600,188941,313094,726905,-1833839,-448141
6098241,435000,0,1577061,2965000,65440,323572,732168,-1641728,-607172
6041410,436200,0,1514319,2966000,33487,333555,757849,-1517015,-742246
6032195,435800,0,1497643,2965000,34071,345081,754600,-1487052,-744289
5947712,434200,0,1426059,2966000,34433,325619,761401,-1480061,-517513
5928466,435600,0,1427517,2963600,34432,320486,746831,-1314534,-621568
5916545,436200,0,1430933,2966000,34268,312624,736520,-1287375,-584519
5907560,438600,0,1419866,2965000,34364,310338,739392,-1302811,-571057
5895365,440400,0,1411647,2964200,34342,312421,732355,-1536675,-604531
5892627,435600,0,1404890,2965000,33647,323945,729545,-1458394,-626575
5849553,430600,0,1349674,2964600,33331,332477,738871,-1480411,-586029
5748464,368800,0,1346224,2964600,33151,333811,701878,-1548482,-545924
5770408,337800,0,1387274,2964600,32088,351737,696909,-1693637,-482848
5873023,340800,0,1469509,2966000,30721,351140,714853,-1614499,-473204
5767663,333600,0,1389669,2966000,30653,343065,704676,-1580649,-486121
5727736,332800,0,1357972,2965000,30170,346397,695397,-1642075,-489619
5750052,332800,0,1369265,2965600,30682,366343,685362,-1836908,-324961
5802611,332200,0,1431288,2967400,30628,361206,679889,-1766136,-336423
5809674,330400,0,1448266,2967000,30372,355891,677745,-1768193,-292173
5830187,313000,0,1468923,2966400,31768,367022,683074,-1893839,-263547
5912650,309400,0,1537337,2964000,31510,368196,702207,-1838414,-289334
6026275,348200,0,1615309,2965600,31633,379285,686248,-1853580,-239195
6004789,407000,0,1505944,2965600,33294,402879,690072,-1906138,-223349
6149974,424200,0,1610444,2966400,34842,415793,698295,-1799378,-335451
6153805,444000,0,1597505,2966400,34932,418788,692180,-1493291,-633902
6051671,439600,0,1498451,2966000,35072,414122,698426,-1440666,-737163
6159169,438200,0,1614740,2966000,35139,410037,695053,-1619258,-631028
6250671,437400,0,1702658,2966400,35027,407835,701351,-1568353,-630558
6207348,435800,0,1680326,2966800,35046,406792,682584,-1370482,-1012893
6241211,437200,0,1707275,2967400,34810,419384,675142,-1496491,-972280
6321949,437400,0,1800215,2966400,34709,409884,673341,-1579985,-922803
6449707,438200,0,1908252,2967400,34828,411799,689228,-1517277,-1068661
6453363,437200,0,1943261,2966400,34760,382586,689156,-1118881,-1597119
6457224,438600,0,1944490,2967600,34532,383270,688732,-1144818,-1835896
6507511,437400,0,2010271,2966000,34614,364052,695174,-1095188,-1832535
6678984,440800,0,2077641,2966200,169748,353779,670816,-965965,-1962913
6475794,440000,0,1955137,2965600,108057,344822,662178,-790101,-2268132
6334901,411400,0,1953029,2966200,34628,313913,655731,-946965,-2317388
6380388,367600,0,2060168,2965200,33789,285174,668457,-1038105,-2257706
6534442,400400,0,2141566,2964200,69734,286416,672126,-992232,-2287947
6896424,419000,0,2089687,2964200,443133,293313,687091,-823499,-2101681
6872955,431800,0,2029612,2964800,482555,282734,681454,-853921,-2041309
6838162,437400,0,1999430,2963800,496607,264062,676863,-820582,-2111287
6783660,438600,0,1963677,2962600,510665,224725,683393,-857634,-2086660
6905235,436200,0,1995888,2961800,654466,182614,674267,-897683,-1846285
6878282,436200,0,2043316,2962800,602038,155669,678259,-999060,-1756882
6849256,436600,9409,2012003,2962400,605112,155645,668087,-904586,-1840224
6796638,435800,10237,2001124,2962400,588927,127322,670828,-913558,-1865588
6666430,400200,0,2034881,2963000,503089,100867,664393,-1103046,-1824765
6741677,387600,0,2097700,2961400,545792,89261,659924,-1170621,-1727347
6826366,422400,0,2132601,2961600,563001,80454,666310,-1005418,-1692424
6867264,437600,0,2118079,2962000,613354,69203,667028,-1000597,-1712251
6678747,439400,0,2114094,2961000,423941,69686,670626,-1060155,-1679860
6665585,438200,0,2136358,2961600,359635,74102,695690,-1046991,-1640060
6536767,437200,0,2063632,2961000,289587,69061,716287,-936203,-1715383
6308992,390200,0,1962951,2960600,228497,75342,691402,-1059206,-1735195
6308426,354400,0,2052432,2960600,176201,74089,690704,-1163827,-1665389
6392421,409200,0,2076221,2960400,186096,65357,695147,-1036869,-1574026
6398167,436600,0,1992990,2960400,223933,75170,709074,-1063184,-1663153
6351591,440000,0,1987005,2961200,185683,70036,707667,-1035707,-1699865
6464087,439200,0,2096984,2962200,205594,68020,692089,-1046474,-1657098
6356087,436200,0,1998281,2961200,198971,78288,683147,-1077830,-1606002
6385521,433000,0,2079054,2962200,152628,90098,668541,-1250320,-1499283
6444873,434200,0,2155617,2961200,132237,105748,655871,-1213973,-1550088
6378476,432400,0,2156718,2961200,55121,104061,668976,-1206410,-1665630
6388654,437600,0,2124311,2960200,73575,99046,693922,-1252067,-1603671
6357364,438600,0,2093015,2961800,74099,100135,689715,-1279506,-1490826
6337006,440000,0,2051535,2960600,93235,105126,686510,-1299142,-1454157
6301683,439600,0,2012031,2962200,80345,106813,700694,-1422575,-1386810
6254062,439800,0,1994787,2961200,37273,128123,692879,-1310161,-1438192
6217554,437000,0,1995227,2963000,36038,140269,646020,-1350179,-1427661
6202778,439400,0,1929229,2962600,34863,166808,669878,-1362679,-1411699
6237574,438000,0,1933587,2964000,34783,200140,667064,-1415482,-1367191
6234621,438000,0,1891253,2963000,34473,225919,681976,-1369066,-1457159
6260323,387600,0,1964428,2963400,33676,243517,667702,-1575582,-1439411
6340557,350200,0,2060744,2963400,32954,263116,670143,-1636877,-1403666
6311438,349600,0,1988816,2964000,30084,317930,661008,-1599062,-1435382
6173300,346000,0,1865818,2963000,30289,310608,657585,-1782272,-1453381
6273925,348200,0,1963534,2964400,90553,247713,659525,-1766624,-1430638
6363043,407600,0,1933509,2963800,147101,251421,659612,-1616150,-1428063
6510986,437000,0,1874036,2965400,287430,283741,663379,-1589945,-1359071
6442800,437800,0,1897842,2964400,204895,259777,678086,-1696149,-1300199
6421526,438400,0,1897814,2965800,217479,227360,674673,-1677292,-1279588
6395806,436400,0,1902917,2965000,222624,196961,671904,-1752633,-1193286
6361754,383400,0,1957507,2964000,217741,158312,680794,-1862172,-1132921
6320952,344400,0,2009299,2966400,224113,99481,677259,-1942682,-1089405
6403525,346200,0,2076524,2963600,268556,74370,674275,-1834176,-1040929
6473775,412800,0,2016942,2965400,325335,69570,683728,-1864692,-968451
6551544,433800,0,2014519,2963200,414124,55741,670160,-1777486,-1001820
6710799,436000,0,2063197,2964600,510747,49445,686810,-1916591,-957634
6761684,436400,0,2108155,2964200,558483,46446,648000,-1777706,-1058693
6625963,440200,0,2060017,2964600,493073,48273,619800,-1795052,-1098908
6567182,440200,0,2023622,2964600,465925,48819,624016,-1909669,-1246603
6583958,437600,0,2029655,2964600,440351,56292,655460,-1903580,-1351834
6618914,440200,0,2029629,2962800,461394,54921,669970,-1707644,-1543206
6491842,441400,0,1994160,2964000,371648,61778,658856,-1631909,-1616212
6563320,436800,0,1967374,2964400,439210,67258,688278,-1815313,-1498404
6407915,437400,0,1900144,2965800,342350,63001,699220,-1738892,-1432666
6234396,438000,0,1811148,2964400,243093,64026,713729,-1697555,-1510767
6121295,441000,0,1779923,2963400,151675,80622,704675,-1679650,-1485943
5897284,440000,0,1602736,2964400,90732,99136,700280,-1851120,-1281942
